project_name,oneliner,git_namespace,git_url,platform,topics,rubric,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,readme_content,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update
OasisPiWind,PiWind is a wind storm model for a small area of the UK.,,https://github.com/OasisLMF/OasisPiWind,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThinkHazard!,"Provides a general view of the hazards, for a given location, that should be considered in project design and implementation to promote disaster and climate resilience.",,https://github.com/GFDRR/thinkhazard,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropycal,"A Python package intended to simplify the process of retrieving and analyzing tropical cyclone data, both for past storms and in real time.",,https://github.com/tropycal/tropycal,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tcpyPI,A set of scripts and notebooks that compute and validate tropical cyclone (TC) potential intensity (PI) calculations in Python.,,https://github.com/dgilford/tcpyPI,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFINCS,Super-fast modelling of dynamic compound flooding in Coastal Systems.,,https://github.com/Deltares/SFINCS,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAS2FIM,Creation of flood inundation raster libraries and rating curves from HEC-RAS models.,,https://github.com/NOAA-OWP/ras2fim,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BG_Flood,"The model is designed to simulate flood/inundation caused by tsunami, river, rain, tide or storm surge (from wind stress or atm pressure differential) or any combination of these.",,https://github.com/CyprienBosserelle/BG_Flood,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATHU,A Python package for tracking and analyzing the life cycle of thunderstorms.,,https://github.com/uba/tathu,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk Data Library Standard,"Provides a common description of the data used and produced in risk assessments, including hazard, exposure, vulnerability, and modelled loss, or impact, data.",,https://github.com/GFDRR/rdl-standard,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Flood Monitor,A global database of historic and real-time flood events based on social media.,,https://github.com/jensdebruijn/Global-Flood-Monitor,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASGS,Provides software infrastructure for automating coastal ocean modelling for real time hurricane decision support.,,https://github.com/StormSurgeLive/asgs,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StormR,"An R package allowing to easily extract storm track data for given locations or areas of interests, to generate wind speed and direction fields, and to compute summary statistics characterising the behaviour of winds generated by tropical storms and cyclones.",,https://github.com/umr-amap/StormR,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TREC,Allows users to efficiently assess the climate risk for transit stations within the context of the access it provides to vital services and regions.,,https://github.com/tsdataclinic/TREC,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECA,"The Toolkit for Extreme Climate Analysis, contains a collection of climate anlysis algorithms targetted at extreme event detection and analysis.",,https://github.com/LBL-EESA/TECA,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inundation Mapping,Flood inundation mapping and evaluation software configured to work with U.S. National Water Model.,,https://github.com/NOAA-OWP/inundation-mapping,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensity duration frequency analysis,Reads the measurement data of the rainfall and calculates the distribution of the rainfall as a function of the return period and the duration for duration steps up to 12 hours.,,https://github.com/MarkusPic/intensity_duration_frequency_analysis,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FwDET,Calculates floodwater depths using a digital elevation model and a flood extent polygon.,,https://github.com/csdms-contrib/fwdet,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICorDE,Calculates floodwater depths using a digital elevation model and a flood extent polygon.,,https://github.com/NRCan/RICorDE,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FloodAdapt,A decision-support tool that seeks to advance and accelerate flooding-related adaptation planning.,,https://github.com/Deltares-research/FloodAdapt,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infrastructure Risk Visualisation Tool,Aims to support climate adaptation decision-making by identifying spatial vulnerabilities and risks under current and future climate scenarios.,,https://github.com/nismod/infra-risk-vis,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Global Infrastructure Risk/Resilience Analysis,Can be used to analyse environmental risks to infrastructure networks using global open data.,,https://github.com/nismod/open-gira,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TropiDash,"A visualization tool designed to empower researchers, meteorologists, and enthusiasts with the ability to analyze and interpret tropical cyclone data effectively.",,https://github.com/ECMWFCode4Earth/TropiDash,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCIRC,"A system of computer programs for solving time-dependent, free-surface circulation and transport problems in two and three dimensions in applications such as storm surge and flood prediction.",,https://github.com/adcirc/adcirc,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DamageScanner,A python toolkit for direct damage assessments for natural hazards.,,https://github.com/VU-IVM/DamageScanner,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Climate & Disaster Risk Screening Tools,A collection of scripted tools developed to inform risk analytics for the World Bank's Country Climate and Development Report risk screening activities.,,https://github.com/GFDRR/CCDR-tools,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuro Siwo,"A meticulously curated multi-temporal dataset spanning 32 global flood events, mapping over 63 billion areas of land.",,https://github.com/Orion-AI-Lab/KuroSiwo,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Risk Assessment Book,Guides you through your regional Climate Risk Assessments and provides you with tools and datasets for the assessment.,,https://github.com/CLIMAAX/crabook,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FReDT,"Provide a better understanding of the degree of impact flood events can have on physical assets like buildings, roads, railways, transmission lines, etc.",,https://github.com/GeospatialResearch/Digital-Twins,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SynxFlow,"Dynamically simulate flood inundation, landslides runout and debris flows using multiple CUDA-enabled GPUs.",,https://github.com/SynxFlow/SynxFlow,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humanitarian OpenStreetMap,"Provide map data which revolutionises disaster management, reduces risks, and contributes to achievement of the Sustainable Development Goals.",,https://github.com/hotosm/hotosm-website,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLEXTH,Flood extent enhancement and water depth estimation tool for satellite-derived inundation maps.,,https://code.europa.eu/floods/floods-river/flexth,code.europa.eu,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyTCR,A physics-based model developed in python to estimate rainfall induced by tropical cyclones.,,https://github.com/levuvietphong/pyTCR,github.com,,Natural Hazard and Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIMAP2,The next generation climate policy analysis suite.,,https://github.com/pik-primap/primap2,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Climate Policy Radar Methodology,Climate Policy Radar and Climate Change Laws of the World methodology documents.,,https://github.com/climatepolicyradar/methodology,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MESSAGEix,"A versatile, dynamic systems-optimization modeling framework developed by the IIASA Energy, Climate, and Environment (ECE) Program since the 1980s.",,https://github.com/iiasa/message_ix,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DICE.jl,The Dynamic Integrated model of Climate and the Economy model family are a popular and capable type of simple Integrated Assessment Model of climate change economics pioneered by William Nordhaus.,,https://github.com/Libbum/DICE.jl,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPJmL,Designed to simulate the global terrestrial carbon cycle and the response of carbon and vegetation patterns under climate change.,,https://github.com/PIK-LPJmL/LPJmL,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENGAGE,Source code for figure generation and analysis of the ENGAGE netzero scenario analysis.,,https://github.com/iiasa/ENGAGE-netzero-analysis,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pyam,"A Python package for data-wrangling, analysis and visualization of integrated-assessment scenarios and energy systems modeling results.",,https://github.com/IAMconsortium/pyam,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCAM,"A dynamic-recursive model with technology-rich representations of the economy, energy sector, land use and water linked to a climate model that can be used to explore climate change mitigation policies including carbon taxes, carbon trading, regulations and accelerated deployment of energy technology.",,https://github.com/JGCRI/gcam-core,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXIOMOD,"A macro-economic model that predicts the effects of public authority measures, shifts in consumer behaviour and associated enviromnetal impacts.",,https://github.com/TNO/EXIOMOD-open,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
remind,A numerical model that represents the future evolution of the world economies with a special focus on the development of the energy sector and the implications for our world climate.,,https://github.com/pik-piam/remind,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mrremind,MadRat REMIND Input Data Package.,,https://github.com/pik-piam/mrremind,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edgeTransport,Prepare EDGE Transport Data for the REMIND model.,,https://github.com/pik-piam/edgeTransport,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
META 2021,"Advanced integrated assessment model (SC-IAM), designed as a model-based meta-analysis of the effects of tipping points on the social cost of carbon.",,https://github.com/openmodels/META-2021,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldDynamics.jl,"Aims to provide a modern framework to investigate integrated assessment models of sustainable development, based on current software engineering and scientific machine learning techniques.",,https://github.com/worlddynamics/WorldDynamics.jl,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ipcc_sr15_scenario_analysis,Scenario analysis notebooks for the IPCC Special Report on Global Warming of 1.5°C.,,https://github.com/iiasa/ipcc_sr15_scenario_analysis,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rwlts,"Support governments in making decisions about the impact of human activities on the environment, planning the use of natural resources, conserving biodiversity and monitoring climate change.",,https://github.com/brazil-data-cube/rwlts,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AI for Global Climate Cooperation,Modeling global cooperation in the RICE-N Integrated Assessment Model.,,https://github.com/mila-iqia/climate-cooperation-competition,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Future Technology Transformation,Integrated assessment model with a realistic treatment of technology diffusion.,,https://github.com/cpmodel/FTT_StandAlone,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDEverywhere,"The framework for system dynamics models created for the global climate simulator En-ROADS, the climate policy simulator C-ROADS and the Energy Policy Simulator.",,https://github.com/climateinteractive/SDEverywhere,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCAM-China,The Global Change Analysis Model with China provincial-level details.,,https://github.com/umd-cgs/gcam-china,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Source Empirical Macro Model,Study Climate Policies and the wider Macro-economy that can easily be applied to all EU countries.,,https://github.com/moritzpschwarz/osem,github.com,,Integrated Assessment and Climate Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMx,A multi-scale photochemical modeling system for gas and particulate air pollution.,,https://www.camx.com/,www.camx.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMAQ,Code base for the U.S. EPA's Community Multiscale Air Quality Model.,,https://github.com/USEPA/CMAQ,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMET,A suite of software designed to facilitate the analysis and evaluation of predictions from meteorological and air quality models.,,https://github.com/USEPA/AMET,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLAir,Machine Learning on Air data is an environment that simplifies and accelerates the creation of new machine learning models for the analysis and forecasting of meteorological and air quality time-series.,,https://gitlab.jsc.fz-juelich.de/esde/machine-learning/mlair,gitlab.jsc.fz-juelich.de,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shoot-i-smoke,See your city's air pollution measured in daily cigarettes.,,https://github.com/shootismoke/mobile-app,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
airqmon,A macOS menu bar application that displays live air quality data from the nearest sensor station.,,https://github.com/jsynowiec/airqmon,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AirCasting,"The project aims to build a platform for gathering, visualization and sharing of environmental data.",,https://github.com/HabitatMap/AirCasting,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openair,An R package developed for the purpose of analyzing air quality data — or more generally atmospheric composition data.,,https://github.com/davidcarslaw/openair,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openairmaps,Combine the robust analytical methods found in openair with the highly capable leaflet package.,,https://github.com/davidcarslaw/openairmaps,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
airQualityMeter,"Detects air particulate matter (PM - pm1, pm2.5, pm10) concentrations and sends data to an MQTT server.",,https://github.com/rpanfili/airQualityMeter,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenAQ API Version 2,A web-accessible API that provides endpoints to query the real-time and historical air quality measurements on the platform.,,https://github.com/openaq/openaq-api-v2,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenAQ Data Ingest Pipeline,A tool to collect data for OpenAQ platform.,,https://github.com/openaq/openaq-fetch,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMOKE,Create emissions inputs for multiple air quality modeling systems with unmatched speed and flexibility.,,https://github.com/CEMPD/SMOKE,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inmap,A multi-scale emissions-to-health impact model for fine particulate matter (PM2.5) that mechanistically evaluates air quality and health benefits of perturbations to baseline emissions.,,https://github.com/spatialmodel/inmap,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open Source EMEP MSC-W model,"Designed to calculate air concentrations and deposition fields for major acidifying and eutrophying pollutants, photo-oxidants and particulate matter.",,https://github.com/metno/emep-ctm,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rpollution,The goal of Rpollution is to assemble R functions to analyze air pollution data.,,https://github.com/openvironment/Rpollution,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YETI,A bottom-up traffic emission calculation tool developed at the Institute for Advanced Sustainability Studies in Potsdam and built in Python.,,https://github.com/twollnik/YETI,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM2.5-GNN,A Domain Knowledge Enhanced Graph Neural Network For PM2.5 Forecasting.,,https://github.com/shuowang-ai/PM2.5-GNN,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rdefra,Interact with the UK AIR Pollution Database from DEFRA.,,https://github.com/ropensci/rdefra,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rmweather,An R package to conduct meteorological/weather normalisation on air quality so trends and interventions can be investigated in a robust way.,,https://github.com/skgrange/rmweather,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Safecast,"Building out a network of sensors to monitor particulate matter in sizes PM1.0, PM2.5, PM10.",,https://github.com/Safecast/safecastapi,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Oakland Air Quality Project,A platform for impacted communities to understand their local air quality and advocate for environmental justice.,,https://github.com/openoakland/woeip,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sensor.Community,"Making the world a better place through community driven, open environmental data.",,https://github.com/opendata-stuttgart/sensor.community,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openSenseMap,"Wikipedia for environmental data in order to awaken and promote education, environmental and climate protection.",,https://github.com/sensebox/openSenseMap,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rfasst,Estimation of a consistent range of adverse health and agricultural effects attributable to air pollution for a GCAM scenario.,,https://github.com/JGCRI/rfasst,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
saqgetr,Import Air Quality Monitoring Data in a Fast and Easy Way.,,https://github.com/skgrange/saqgetr,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozone3,"An open-source package to easily obtain real-time, historical, or forecasted air quality data for anywhere in the world.",,https://github.com/Ozon3Org/Ozon3,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAQSAPI,Retrieve data from the United States Environmental Protection Agency's Air Quality Systems.,,https://github.com/USEPA/RAQSAPI,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qualR,"Download of air pollutants and meteorological information from CETESB QUALAR System for São Paulo, and MonitorAr Program, for Rio de Janeiro.",,https://github.com/ropensci/qualR,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AirQo,Develop hardware and software tools to help deliver Clean Air for All African Cities.,,https://github.com/airqo-platform/AirQo-api,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AirMonitor,Utilities for working with hourly air quality monitoring data with a focus on small particulates PM2.5.,,https://github.com/MazamaScience/AirMonitor,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEETHOVEN,"Building an extensible, reproducible, test-driven, harmonised, open-source, versioned, ensemble model for air quality.",,https://github.com/NIEHS/beethoven,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CanAirIO,A citizen science project using mobile and static sensors to measure air quality with cell phones and low-cost technology.,,https://github.com/kike-canaries/canairio_firmware,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPS Data Analysis Toolbox,"Canada National Air Pollution Surveillance Program data downloader, importer, extractor, analysis, and visualization toolbox.",,https://github.com/dbeaudoinfortin/NAPSDataAnalysis,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AirBase,An easy downloader for air quality data provided by the European Environment Agency.,,https://github.com/JohnPaton/airbase,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Quality Forecast,This end-to-end machine learning collaboration project is used to predict ozone and nitrogen dioxide levels in Utrecht as a form of timeseries regression.,,https://github.com/atodorov284/air-quality-forecast,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FHWA's DANA Tool,The Database for Air Quality and Noise Analysis (DANA) Tool provides traffic-related inputs to the Motor Vehicle Emission Simulator (MOVES) vehicle emissions model and the Traffic Noise Model (TNM).,,https://github.com/VolpeUSDOT/FHWA-DANATool,github.com,,Air Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stormwater-Management-Model,Used for single event or long-term (continuous) simulation of runoff quantity and quality from primarily urban areas.,,https://github.com/USEPA/Stormwater-Management-Model,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataRetrieval,"This R package is designed to obtain USGS or EPA water quality sample data, streamflow data and metadata directly from web services.",,https://github.com/DOI-USGS/dataRetrieval,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGRET,"An R package for the analysis of long-term changes in water quality and streamflow, including the water-quality method Weighted Regressions on Time, Discharge, and Season.",,https://github.com/DOI-USGS/EGRET,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WaterModels.jl,Designed to enable computational evaluation of historical and emerging water network formulations and algorithms using a common platform.,,https://github.com/lanl-ansi/WaterModels.jl,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree-based Inland Hydraulic Routing Project,The program under development here seeks to effectively manage the traversal of a network of streams with defined hydraulic properties specifically for the purpose of hydraulic routing in an operational flood and water resources forecasting system.,,https://github.com/NOAA-OWP/t-route,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Next Gen Water Modeling Framework,"This framework includes an encapsulation strategy which focuses on the hydrologic data first, and then builds a functional abstraction of hydrologic behavior.",,https://github.com/NOAA-OWP/ngen,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhdplusTools,This package is a growing set of tools for manipulation of hydrographic data using the NHDPlus data model.,,https://github.com/DOI-USGS/nhdplusTools,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Safe Water Project,"A team of volunteers at Code for Boston who are using data modeling, data visualization and machine learning to predict, visualize, and share data about the presence of hazardous drinking and surface water contaminants in the United States.",,https://github.com/codeforboston/safe-water,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HydroFunctions,A suite of convenience functions for working with hydrology data in an interactive Python session.,,https://github.com/mroberge/hydrofunctions,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The General Lake Model,A water balance and one-dimensional vertical stratification hydrodynamic model.,,https://github.com/AquaticEcoDynamics/GLM,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhdR,An R interface to the US National Hydrography Dataset.,,https://github.com/jsta/nhdR,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modflow6,"Has been widely used by academics, private consultants, and government scientists to accurately, reliably, and efficiently simulate groundwater flow.",,https://github.com/MODFLOW-USGS/modflow6,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iMOD,"An easy to use Graphical User Interface + an accelerated Deltares-version of MODFLOW with fast, flexible and consistent sub-domain modeling techniques.",,https://oss.deltares.nl/web/imod/home,oss.deltares.nl,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pysheds,Simple and fast watershed delineation in Python.,,https://github.com/mdbartos/pysheds,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhiteboxTools,WhiteboxTools is an advanced geospatial data analysis platform.,,https://github.com/jblindsay/whitebox-tools,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Network Tool for Resilience,A Python package designed to simulate and analyze resilience of water distribution networks.,,https://github.com/USEPA/WNTR,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fasstr,"An R package to analyze, summarize, and visualize daily streamflow data.",,https://github.com/bcgov/fasstr,github.com,,Water Supply and Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
